customer_id,plan_type,contract_type,tenure_months,monthly_revenue,monthly_usage_hrs,total_users,feature_adoption_pct,support_tickets_last_90d,last_login_days_ago,nps_score,payment_delay_count,churned
C-0689,Starter,Monthly,34,113.95,26.3,1,13.3,2,76,2,1,1
C-0690,Enterprise,Monthly,20,861.24,118.1,25,88.9,14,41,8,5,1
C-0691,Enterprise,Monthly,34,2552.42,261.4,93,78.9,15,57,9,5,0
C-0692,Enterprise,Monthly,22,2630.74,260.4,49,86.9,0,11,8,2,0
C-0693,Starter,Monthly,25,62.6,52.4,2,85.2,11,6,6,2,1
C-0694,Starter,Monthly,5,145.45,56.4,4,85.5,5,81,6,2,0
C-0695,Starter,Annual,28,105.42,53.8,3,33.9,2,16,10,0,0
C-0696,Enterprise,Monthly,27,2710.84,93.4,43,35.7,1,9,9,4,0
C-0697,Professional,Monthly,39,268.71,59.0,9,80.3,6,43,10,2,0
C-0698,Starter,Annual,28,68.81,59.2,4,78.5,0,63,8,0,0
C-0699,Starter,Annual,33,92.56,43.3,3,82.0,7,32,0,3,0
C-0700,Professional,Monthly,48,390.38,68.7,20,85.2,4,85,4,0,0
C-0701,Professional,Monthly,18,450.6,65.7,7,15.1,0,84,10,5,1
C-0702,Starter,Annual,47,102.32,36.3,2,64.3,4,42,3,0,1
C-0703,Starter,Monthly,20,84.19,46.3,3,33.1,4,70,0,5,1
C-0704,Professional,Monthly,11,667.78,115.1,9,19.1,11,6,7,4,1
C-0705,Starter,Annual,44,78.34,3.6,1,30.4,8,81,10,1,0
C-0706,Professional,Monthly,25,285.31,136.2,14,75.4,11,90,5,5,0
C-0707,Enterprise,Annual,20,3349.4,142.9,54,72.3,14,69,3,1,0
C-0708,Professional,Annual,14,242.98,95.2,14,16.8,11,56,8,3,1
C-0709,Starter,Annual,1,151.83,34.8,4,25.3,7,77,7,4,1
C-0710,Professional,Monthly,39,537.47,125.8,19,34.9,0,57,4,2,0
C-0711,Starter,Monthly,48,106.58,29.1,2,87.5,14,12,8,5,0
C-0712,Starter,Monthly,22,58.02,35.6,1,66.5,1,62,5,5,0
C-0713,Starter,Monthly,38,186.68,53.4,3,27.7,0,80,6,2,0
C-0714,Starter,Annual,13,142.08,4.4,3,63.5,8,34,0,5,1
C-0715,Professional,Annual,6,745.36,104.9,3,20.3,5,7,3,3,0
C-0716,Starter,Annual,42,60.8,24.9,3,88.9,13,10,10,3,0
C-0717,Professional,Monthly,2,493.23,94.5,14,25.6,10,53,5,1,0
C-0718,Professional,Monthly,7,772.22,137.1,9,11.0,0,9,6,0,0
C-0719,Professional,Monthly,22,295.0,93.9,4,15.1,15,37,1,5,1
C-0720,Starter,Annual,14,192.41,33.9,1,78.2,4,71,10,1,1
C-0721,Professional,Monthly,20,429.19,116.1,11,50.3,1,48,0,3,1
C-0722,Professional,Annual,32,744.73,88.7,8,16.2,3,69,1,0,1
C-0723,Starter,Annual,33,149.11,29.3,5,71.2,3,83,1,3,1
C-0724,Starter,Monthly,30,145.66,41.3,3,55.8,11,58,5,3,1
C-0725,Enterprise,Annual,15,2473.55,165.3,50,63.8,8,62,9,0,0
C-0726,Starter,Annual,40,157.42,35.9,2,73.1,15,67,4,4,0
C-0727,Professional,Monthly,3,522.83,57.6,9,26.5,6,3,4,4,0
C-0728,Starter,Annual,3,50.32,10.9,4,39.7,8,57,5,1,1
C-0729,Enterprise,Monthly,19,4117.59,72.3,64,27.9,4,43,1,0,1
C-0730,Enterprise,Annual,41,1649.75,98.1,54,53.1,2,60,2,3,0
C-0731,Professional,Annual,35,660.0,26.9,11,57.0,0,68,8,5,0
C-0732,Professional,Monthly,24,501.27,59.3,10,15.1,10,87,7,3,1
C-0733,Starter,Monthly,45,110.7,8.1,5,55.1,3,84,7,3,0
C-0734,Enterprise,Annual,9,1158.04,88.1,63,51.1,14,14,1,0,0
C-0735,Starter,Monthly,27,128.9,27.1,4,94.3,9,12,4,3,0
C-0736,Starter,Annual,20,114.16,35.0,2,64.0,9,23,5,1,1
C-0737,Professional,Monthly,38,700.76,103.2,18,71.0,7,87,9,2,1
C-0738,Professional,Monthly,15,635.09,146.6,10,65.8,0,12,4,5,0
C-0739,Enterprise,Monthly,42,4858.24,219.7,92,78.9,11,82,1,4,1
C-0740,Starter,Annual,48,83.38,15.0,3,51.5,15,19,5,5,0
C-0741,Starter,Monthly,41,194.68,37.3,3,68.4,7,29,8,2,1
C-0742,Starter,Annual,44,172.45,41.6,1,46.9,2,41,6,3,1
C-0743,Enterprise,Annual,2,4875.6,193.9,17,39.9,2,81,8,1,1
C-0744,Starter,Annual,14,111.11,20.7,5,15.2,15,56,9,5,0
C-0745,Enterprise,Monthly,32,1408.89,275.5,43,18.0,13,59,6,1,1
C-0746,Professional,Annual,16,212.35,72.9,18,35.6,6,17,6,4,1
C-0747,Starter,Monthly,39,157.88,39.0,5,82.1,3,53,10,1,0
C-0748,Professional,Annual,23,358.89,122.7,15,21.9,15,26,3,0,0
C-0749,Starter,Monthly,9,150.56,57.2,5,87.5,12,51,3,2,1
C-0750,Enterprise,Annual,48,1859.7,280.0,69,46.2,5,16,4,3,0
C-0751,Professional,Annual,8,447.33,43.1,18,41.5,14,13,3,2,0
C-0752,Starter,Annual,21,89.08,28.3,3,10.6,0,45,7,2,0
C-0753,Professional,Annual,32,449.59,60.6,17,54.0,3,28,8,5,0
C-0754,Starter,Monthly,32,130.37,15.6,3,61.6,5,81,2,2,1
C-0755,Starter,Annual,35,130.51,24.4,1,66.4,11,31,4,0,1
C-0756,Professional,Monthly,27,263.98,54.1,6,64.8,3,4,10,0,0
C-0757,Enterprise,Annual,37,3491.69,220.1,20,63.5,7,40,8,2,1
C-0758,Enterprise,Annual,44,1216.02,164.7,19,21.5,14,62,1,2,1
C-0759,Professional,Monthly,39,202.7,96.8,17,34.0,15,72,4,0,0
C-0760,Starter,Monthly,35,139.27,11.3,5,64.0,12,33,1,4,1
C-0761,Starter,Annual,19,54.94,42.3,2,49.5,8,41,2,3,1
C-0762,Professional,Annual,34,208.55,41.9,20,84.7,10,53,2,3,1
C-0763,Starter,Monthly,38,131.56,40.8,1,83.4,0,0,3,0,1
C-0764,Enterprise,Monthly,10,3093.85,149.3,77,72.6,5,83,10,1,1
C-0765,Enterprise,Monthly,30,1096.19,296.3,79,15.3,13,73,2,1,1
C-0766,Professional,Monthly,42,434.95,34.7,11,15.9,2,74,8,0,1
C-0767,Enterprise,Annual,9,2708.24,83.5,94,24.2,9,19,10,4,0
C-0768,Starter,Annual,16,95.95,11.7,4,27.0,15,82,10,2,1
C-0769,Starter,Monthly,40,71.12,46.9,2,89.9,11,46,8,4,1
C-0770,Enterprise,Monthly,33,3527.73,115.6,93,28.3,3,55,1,5,1
C-0771,Starter,Annual,36,123.24,14.1,2,59.9,2,34,9,4,0
C-0772,Starter,Annual,44,178.74,56.2,3,15.5,14,72,5,5,1
C-0773,Professional,Monthly,39,668.45,86.0,6,33.4,8,69,1,0,0
C-0774,Professional,Monthly,41,297.04,56.3,19,35.6,15,34,9,2,1
C-0775,Starter,Annual,27,77.58,54.9,5,92.5,11,69,0,3,0
C-0776,Enterprise,Annual,36,3478.49,55.6,68,78.2,2,72,7,2,0
C-0777,Enterprise,Annual,21,2674.73,221.4,94,87.1,4,42,5,5,0
C-0778,Enterprise,Monthly,2,3749.25,186.8,64,79.5,0,0,1,2,0
C-0779,Professional,Monthly,14,428.11,39.8,8,34.9,9,61,10,0,1
C-0780,Enterprise,Monthly,37,3709.0,148.3,93,48.1,4,39,4,3,1
C-0781,Enterprise,Annual,31,3694.2,274.4,46,55.3,15,36,7,3,1
C-0782,Enterprise,Monthly,44,3031.99,133.3,26,66.9,0,79,1,5,1
C-0783,Professional,Annual,16,360.22,79.8,5,52.9,8,17,0,5,1
C-0784,Starter,Monthly,37,121.51,22.0,2,28.3,13,71,10,1,0
C-0785,Enterprise,Monthly,29,2311.66,139.3,27,38.2,13,71,5,3,0
C-0786,Starter,Annual,28,164.33,17.5,5,50.5,5,84,6,2,0
C-0787,Professional,Monthly,3,230.76,42.8,14,32.2,8,43,3,1,1
C-0788,Professional,Monthly,38,359.3,101.5,19,34.3,14,0,4,0,0
C-0789,Starter,Monthly,43,161.78,14.3,2,51.0,13,77,5,5,1
C-0790,Starter,Monthly,26,147.25,13.5,4,82.7,11,83,9,2,1
C-0791,Starter,Monthly,34,190.88,40.6,2,85.2,4,36,1,4,0
C-0792,Professional,Annual,30,631.28,30.5,3,83.2,12,56,7,2,0
C-0793,Starter,Monthly,17,131.83,58.4,5,54.2,4,56,1,2,1
C-0794,Professional,Annual,31,351.74,98.6,12,75.9,12,89,8,4,0
C-0795,Professional,Monthly,26,579.11,31.8,19,66.6,14,49,4,5,1
C-0796,Professional,Monthly,13,248.78,100.4,13,23.8,2,88,7,4,0
C-0797,Professional,Monthly,21,316.23,28.4,16,11.7,10,89,7,2,1
C-0798,Enterprise,Annual,35,3960.5,125.5,53,62.8,14,54,9,2,0
C-0799,Enterprise,Monthly,11,2546.19,72.6,14,52.2,7,57,3,0,0
C-0800,Professional,Monthly,38,751.25,34.2,10,75.0,8,41,9,5,1
C-0801,Starter,Monthly,34,58.37,45.5,3,39.5,15,9,1,3,0
C-0802,Enterprise,Monthly,14,2198.36,277.6,46,60.7,13,25,2,3,0
C-0803,Starter,Monthly,17,145.09,57.5,2,54.6,2,5,6,0,0
C-0804,Enterprise,Monthly,19,1949.94,101.9,97,45.3,5,83,6,1,1
C-0805,Starter,Monthly,46,110.52,12.4,5,66.4,15,4,2,2,1
C-0806,Starter,Annual,6,90.35,39.1,2,90.5,3,60,2,5,1
C-0807,Starter,Monthly,3,89.49,45.2,3,55.6,5,49,0,5,0
C-0808,Starter,Annual,16,100.07,40.0,2,84.6,8,4,5,5,0
C-0809,Enterprise,Annual,3,4008.14,273.7,24,94.4,0,0,4,2,0
C-0810,Enterprise,Monthly,24,4351.7,91.3,44,14.4,15,4,5,3,1
C-0811,Enterprise,Annual,15,1719.52,141.5,55,44.2,11,75,8,0,0
C-0812,Starter,Monthly,14,141.88,47.1,3,55.0,12,74,8,0,1
C-0813,Starter,Monthly,46,193.85,49.9,2,87.1,0,58,9,5,0
C-0814,Professional,Monthly,37,604.28,21.3,11,48.8,11,3,1,3,0
C-0815,Starter,Monthly,26,102.05,20.7,5,75.1,1,82,6,2,0
C-0816,Starter,Annual,48,156.76,9.7,2,24.4,5,5,4,1,1
C-0817,Starter,Annual,37,65.76,4.2,4,82.5,15,12,3,3,0
C-0818,Starter,Monthly,43,169.55,7.3,3,93.5,4,6,2,4,1
C-0819,Starter,Monthly,11,133.07,41.4,1,32.9,4,81,4,2,1
C-0820,Starter,Annual,10,75.62,15.9,2,29.7,4,89,0,0,1
C-0821,Starter,Monthly,39,75.69,40.2,2,32.5,7,42,0,5,1
C-0822,Professional,Monthly,15,401.39,118.7,13,92.7,3,81,7,3,1
C-0823,Starter,Annual,34,91.22,44.6,4,34.3,14,58,9,2,1
C-0824,Starter,Monthly,36,78.38,39.2,1,60.8,12,31,3,3,1
C-0825,Professional,Monthly,8,632.79,63.5,18,81.4,5,53,1,3,0
C-0826,Enterprise,Monthly,12,3268.34,122.9,86,66.8,15,90,7,3,1
C-0827,Professional,Monthly,20,316.55,85.3,5,33.7,5,76,2,1,1
C-0828,Starter,Monthly,15,79.52,43.8,1,26.7,10,22,2,1,1
C-0829,Enterprise,Monthly,32,3662.86,242.9,100,34.8,1,87,1,2,1
C-0830,Starter,Monthly,11,77.83,59.3,3,78.9,12,56,10,0,1
C-0831,Enterprise,Annual,37,3766.18,276.3,99,64.7,1,35,6,1,0
C-0832,Professional,Monthly,42,772.67,56.2,14,88.5,10,70,3,1,0
C-0833,Professional,Annual,38,419.13,101.1,3,38.9,1,74,10,5,1
C-0834,Professional,Monthly,23,235.52,110.9,8,39.4,15,16,3,1,0
C-0835,Professional,Monthly,31,202.69,74.8,5,57.4,9,64,4,3,0
C-0836,Starter,Annual,23,75.23,37.9,3,56.6,11,82,6,2,1
C-0837,Professional,Monthly,9,598.74,38.1,3,73.4,10,16,10,5,1
C-0838,Enterprise,Annual,17,4547.7,75.8,24,73.4,1,47,5,5,1
C-0839,Professional,Annual,10,453.69,73.1,16,86.2,0,82,9,2,0
C-0840,Professional,Annual,20,490.32,52.3,16,79.8,5,36,5,1,0
C-0841,Starter,Monthly,18,177.55,44.5,2,93.2,2,37,3,2,0
C-0842,Professional,Annual,14,487.07,64.9,11,26.2,3,5,9,0,0
C-0843,Enterprise,Monthly,16,3532.29,57.5,56,30.5,2,23,2,2,1
C-0844,Enterprise,Monthly,38,2665.71,159.5,69,15.2,14,83,10,5,1
C-0845,Starter,Monthly,41,190.47,15.5,4,93.5,0,58,8,0,0
C-0846,Professional,Annual,7,281.12,149.9,12,54.5,0,47,6,4,0
C-0847,Enterprise,Monthly,48,2938.92,126.8,85,65.5,0,35,4,4,1
C-0848,Starter,Annual,47,59.26,11.8,2,68.5,9,72,2,0,1
C-0849,Professional,Monthly,27,373.5,135.5,5,21.1,1,58,0,5,0
C-0850,Professional,Monthly,2,680.43,68.2,3,28.4,11,66,8,3,1
C-0851,Starter,Monthly,28,116.73,49.0,1,32.7,8,66,3,2,0
C-0852,Starter,Monthly,23,68.07,43.7,4,50.3,4,8,5,1,0
C-0853,Starter,Annual,8,67.62,54.6,4,24.8,15,12,4,1,0
C-0854,Professional,Monthly,3,435.73,104.1,16,91.9,0,80,4,5,0
C-0855,Starter,Monthly,14,68.22,42.5,4,27.0,2,23,2,0,1
C-0856,Starter,Monthly,42,198.27,20.6,2,35.6,0,70,8,3,0
C-0857,Starter,Annual,44,138.95,20.4,2,79.1,13,4,1,5,1
C-0858,Enterprise,Annual,40,3215.39,245.5,85,93.6,8,7,0,4,0
C-0859,Professional,Monthly,47,716.86,78.7,6,94.5,4,84,10,1,0
C-0860,Professional,Annual,47,246.12,112.3,11,62.9,11,33,10,1,1
C-0861,Starter,Monthly,26,113.96,39.4,4,30.6,13,80,9,3,0
C-0862,Enterprise,Monthly,6,957.61,67.5,31,58.1,4,89,7,1,0
C-0863,Starter,Annual,32,120.61,37.8,2,66.4,14,58,8,0,1
C-0864,Starter,Annual,9,87.72,5.1,5,77.4,11,10,3,1,0
C-0865,Starter,Monthly,37,76.76,34.6,2,77.3,12,10,6,5,1
C-0866,Starter,Annual,10,138.44,58.1,1,67.7,12,82,6,0,0
C-0867,Professional,Annual,38,453.96,34.3,5,82.3,0,70,4,0,0
C-0868,Professional,Annual,12,594.97,107.3,18,43.2,15,27,6,0,0
C-0869,Professional,Annual,14,331.13,95.8,14,13.7,12,89,6,5,0
C-0870,Professional,Annual,22,412.53,88.4,3,65.1,10,6,10,4,1
C-0871,Starter,Monthly,40,78.02,4.8,5,74.7,1,44,5,3,0
C-0872,Starter,Monthly,37,162.32,46.9,2,32.2,13,8,6,0,1
C-0873,Professional,Annual,38,566.01,25.5,15,17.8,3,80,8,0,0
C-0874,Enterprise,Annual,35,1684.08,173.3,43,61.8,7,17,1,3,0
C-0875,Professional,Annual,6,784.45,119.7,16,47.3,11,2,10,0,0
C-0876,Enterprise,Monthly,13,3898.8,76.3,67,40.1,4,22,9,2,1
C-0877,Professional,Annual,26,221.47,45.7,4,28.1,15,37,8,3,1
C-0878,Starter,Monthly,24,178.01,46.8,3,90.1,10,31,4,5,1
C-0879,Enterprise,Monthly,39,4723.15,174.1,76,18.9,1,58,8,0,0
C-0880,Professional,Monthly,35,253.4,20.3,3,31.2,4,0,8,1,0
C-0881,Starter,Monthly,26,51.44,41.8,1,59.0,11,62,8,4,0
C-0882,Starter,Annual,26,62.66,3.1,4,32.2,8,76,0,2,1
C-0883,Professional,Annual,46,735.14,71.8,5,46.9,4,16,2,3,0
C-0884,Enterprise,Monthly,7,878.35,117.1,92,77.3,1,21,6,0,0
C-0885,Starter,Annual,27,103.36,21.2,2,86.7,10,49,8,4,0
C-0886,Enterprise,Annual,40,3219.75,104.3,34,66.8,14,35,5,1,0
C-0887,Enterprise,Monthly,12,1779.77,123.5,66,44.9,9,38,4,1,0
C-0888,Enterprise,Annual,29,4596.79,144.4,92,64.9,1,65,5,3,1
C-0889,Enterprise,Monthly,20,2659.71,238.4,23,54.9,6,83,4,1,0
C-0890,Starter,Monthly,38,74.89,30.3,3,23.4,6,37,6,5,0
C-0891,Starter,Monthly,11,66.7,49.2,4,44.3,0,66,9,3,1
C-0892,Starter,Annual,28,181.06,31.3,5,47.9,5,90,4,1,0
C-0893,Enterprise,Monthly,9,3972.94,104.6,52,31.3,1,80,10,2,0
C-0894,Professional,Monthly,15,728.76,91.6,9,54.8,6,32,6,3,0
C-0895,Starter,Monthly,17,94.13,32.8,1,21.7,12,42,3,1,1
C-0896,Professional,Monthly,5,406.73,141.6,3,50.7,14,76,1,4,1
C-0897,Starter,Monthly,32,127.46,56.7,1,40.5,7,30,4,2,1
C-0898,Professional,Monthly,42,646.32,65.1,5,53.2,6,63,8,4,1
C-0899,Professional,Annual,46,384.54,134.9,3,48.9,9,28,8,1,1
C-0900,Starter,Monthly,44,58.94,43.2,1,47.7,13,57,7,2,1
C-0901,Starter,Monthly,48,97.8,48.1,4,70.6,7,50,7,1,1
C-0902,Starter,Monthly,17,120.76,6.9,3,75.0,2,55,3,1,1
C-0903,Professional,Annual,42,365.15,134.5,8,91.7,8,83,3,3,1
C-0904,Starter,Monthly,11,154.31,41.5,4,50.3,1,49,1,2,0
C-0905,Starter,Monthly,43,88.24,7.0,4,36.1,1,7,9,1,1
C-0906,Professional,Annual,44,398.03,98.1,16,80.5,14,66,3,5,0
C-0907,Professional,Monthly,25,397.09,20.0,10,35.3,15,15,4,2,1
C-0908,Starter,Monthly,1,166.93,32.8,2,45.5,11,82,6,2,1
C-0909,Starter,Annual,31,104.29,12.4,3,74.7,10,86,4,0,1
C-0910,Starter,Annual,33,163.4,58.3,2,61.4,11,79,5,2,1
C-0911,Professional,Annual,11,308.72,26.4,11,47.2,10,32,4,3,0
C-0912,Starter,Annual,45,80.13,40.4,1,15.8,14,49,9,1,0
C-0913,Starter,Annual,33,131.03,54.5,2,83.6,14,8,5,5,0
C-0914,Starter,Annual,18,83.71,9.6,5,62.7,14,30,8,2,1
C-0915,Enterprise,Monthly,18,1054.89,203.8,43,79.7,0,38,6,4,0
C-0916,Professional,Annual,40,626.75,92.5,4,55.8,14,51,3,2,0
C-0917,Starter,Monthly,29,170.78,8.0,3,47.9,14,24,7,4,1
C-0918,Enterprise,Monthly,26,1458.81,235.1,37,42.1,15,10,3,5,0
C-0919,Professional,Monthly,2,619.22,147.6,5,58.4,3,50,6,3,0
C-0920,Professional,Monthly,20,648.04,105.9,20,54.4,13,61,6,1,0
C-0921,Starter,Monthly,20,119.67,58.5,2,20.7,15,51,10,4,1
C-0922,Starter,Annual,7,108.86,27.7,3,54.1,11,58,9,1,1
C-0923,Professional,Annual,13,773.96,149.6,19,14.7,0,79,3,2,0
C-0924,Starter,Monthly,17,101.17,9.5,3,50.7,3,8,5,2,1
C-0925,Starter,Monthly,5,133.61,49.9,3,17.2,2,77,0,3,1
C-0926,Professional,Monthly,28,785.09,98.7,6,27.8,12,38,5,1,1
C-0927,Starter,Annual,11,102.32,59.3,2,91.7,7,31,2,5,1
C-0928,Starter,Monthly,20,154.72,28.2,5,15.9,11,73,7,3,1
C-0929,Starter,Annual,1,104.06,32.9,2,41.4,6,23,0,0,0
C-0930,Enterprise,Monthly,20,2357.76,251.2,34,76.8,15,78,8,4,0
C-0931,Enterprise,Monthly,33,2621.04,154.8,48,93.6,9,39,9,4,0
C-0932,Starter,Monthly,13,162.74,47.5,4,74.7,4,81,0,3,0
C-0933,Enterprise,Monthly,38,2037.01,204.0,27,74.3,2,78,2,2,1
C-0934,Enterprise,Annual,41,2233.03,157.7,94,51.1,5,7,9,4,0
C-0935,Professional,Monthly,8,256.64,141.0,9,53.5,6,75,9,0,1
C-0936,Enterprise,Annual,44,4901.27,205.4,48,51.7,13,10,6,4,0
C-0937,Starter,Annual,25,126.93,57.1,1,36.4,0,0,5,5,0
C-0938,Starter,Monthly,2,61.89,42.6,2,20.1,8,27,3,3,1
C-0939,Starter,Monthly,12,65.35,53.2,1,87.4,11,34,9,2,0
C-0940,Professional,Annual,9,546.76,118.6,18,60.6,3,76,6,4,0
C-0941,Starter,Annual,16,106.89,5.8,4,36.9,4,2,5,4,1
C-0942,Professional,Annual,2,740.63,148.7,5,45.7,0,13,1,2,0
C-0943,Enterprise,Monthly,48,2548.68,206.0,47,27.9,9,46,10,1,0
C-0944,Enterprise,Monthly,9,1047.05,262.6,62,12.8,3,47,3,2,1
C-0945,Professional,Annual,2,415.29,43.3,14,92.0,5,39,10,4,0
C-0946,Enterprise,Annual,45,4244.67,184.9,48,94.5,15,5,4,3,1
C-0947,Enterprise,Monthly,23,4922.63,74.3,61,58.5,6,20,4,0,0
C-0948,Enterprise,Annual,29,3978.22,218.1,47,18.5,6,47,3,4,1
C-0949,Starter,Monthly,38,61.04,25.0,4,52.3,0,79,10,2,1
C-0950,Enterprise,Annual,22,3641.1,262.6,58,55.1,1,33,3,4,1
C-0951,Professional,Monthly,33,606.14,89.0,7,37.8,10,61,8,1,0
C-0952,Enterprise,Monthly,13,2808.68,103.6,70,27.5,2,19,0,2,0
C-0953,Enterprise,Monthly,42,3688.66,179.8,36,68.8,14,32,8,3,0
C-0954,Starter,Monthly,2,158.42,22.2,1,88.6,0,40,0,5,1
C-0955,Starter,Annual,46,107.94,30.7,1,10.2,8,65,5,2,0
C-0956,Starter,Annual,48,70.27,13.2,3,53.0,3,1,9,2,0
C-0957,Starter,Monthly,16,154.96,24.3,3,81.6,13,10,4,2,1
C-0958,Starter,Annual,45,166.94,58.7,5,47.9,2,7,9,1,0
C-0959,Starter,Monthly,17,66.18,48.8,1,19.4,9,65,3,1,1
C-0960,Professional,Annual,48,405.67,118.4,16,79.1,4,15,6,3,0
C-0961,Professional,Monthly,45,707.19,27.8,5,15.5,6,28,0,0,1
C-0962,Professional,Monthly,24,575.39,70.7,17,87.0,5,28,8,5,0
C-0963,Enterprise,Monthly,33,2091.21,123.4,49,33.9,5,22,8,0,0
C-0964,Starter,Annual,4,97.07,13.6,5,76.2,0,43,9,2,1
C-0965,Enterprise,Annual,18,1479.6,210.3,65,56.2,12,19,5,3,0
C-0966,Starter,Annual,32,77.75,18.6,1,91.0,11,74,1,2,0
C-0967,Enterprise,Annual,48,4316.66,268.8,57,38.9,2,70,4,4,1
C-0968,Enterprise,Monthly,40,2581.54,111.7,50,21.9,3,61,3,1,0
C-0969,Starter,Annual,31,188.93,40.9,5,55.5,5,2,2,4,1
C-0970,Enterprise,Annual,25,2120.31,76.6,92,30.7,8,18,0,2,0
C-0971,Enterprise,Monthly,8,4947.66,111.1,47,40.8,12,17,5,1,1
C-0972,Starter,Monthly,5,82.94,2.9,1,27.9,9,54,4,2,1
C-0973,Starter,Monthly,31,125.33,52.7,1,92.0,11,42,10,4,1
C-0974,Starter,Monthly,31,53.53,40.3,4,14.5,9,72,7,3,1
C-0975,Professional,Annual,48,779.68,141.7,8,39.9,13,82,4,0,1
C-0976,Starter,Annual,45,115.17,18.8,5,42.3,5,89,7,5,1
C-0977,Starter,Monthly,2,191.84,27.7,1,62.4,9,63,5,0,1
C-0978,Enterprise,Annual,9,991.02,66.5,71,79.2,0,36,2,1,0
C-0979,Starter,Annual,15,85.32,43.6,2,27.9,2,38,3,1,1
C-0980,Enterprise,Annual,28,4936.33,234.7,89,84.8,15,39,10,2,0
C-0981,Professional,Monthly,32,268.69,98.5,19,78.6,10,8,1,0,1
C-0982,Professional,Monthly,16,549.74,138.8,18,20.0,11,66,6,0,1
C-0983,Starter,Monthly,12,158.59,19.5,5,55.7,9,48,9,1,1
C-0984,Enterprise,Monthly,36,2886.83,266.1,76,67.0,11,82,7,5,1
C-0985,Enterprise,Annual,32,3020.19,208.0,45,14.2,4,62,4,4,0
C-0986,Starter,Monthly,15,116.23,49.9,4,43.1,1,36,4,4,0
C-0987,Enterprise,Annual,8,1302.02,181.0,62,15.8,5,62,7,5,1
C-0988,Enterprise,Monthly,38,2554.01,293.1,47,41.9,4,59,3,5,0
C-0989,Professional,Annual,41,509.89,124.4,19,18.9,13,63,5,2,1
C-0990,Starter,Monthly,41,165.12,38.7,3,66.3,14,81,0,5,1
C-0991,Enterprise,Monthly,29,3496.13,258.1,90,64.4,10,26,0,0,1
C-0992,Starter,Annual,17,65.65,29.3,3,60.0,3,81,2,4,0
C-0993,Starter,Monthly,9,88.75,23.3,3,77.0,5,41,1,3,1
C-0994,Professional,Monthly,21,293.61,104.5,12,87.6,8,27,7,2,1
C-0995,Professional,Annual,2,310.9,26.7,5,10.3,9,73,6,0,1
C-0996,Starter,Monthly,4,193.09,52.8,1,71.6,14,53,0,4,1
C-0997,Enterprise,Monthly,24,940.91,193.4,30,92.8,10,49,9,1,0
C-0998,Starter,Annual,28,159.24,4.4,5,43.0,3,86,5,4,1
C-0999,Starter,Monthly,14,109.54,35.7,3,16.1,0,4,10,1,1
C-1000,Professional,Monthly,48,220.45,27.6,16,22.2,5,12,5,0,0
C-1001,Enterprise,Monthly,39,2380.49,197.6,32,85.7,13,3,5,4,1
C-1002,Starter,Annual,44,169.49,17.7,2,25.3,15,5,4,1,1
C-1003,Professional,Annual,30,301.02,38.6,17,31.6,10,64,9,1,0
C-1004,Professional,Monthly,35,636.57,24.3,18,75.8,15,85,8,3,0
C-1005,Enterprise,Annual,34,1040.89,76.0,36,12.8,11,22,10,4,1
C-1006,Starter,Monthly,11,72.19,29.0,3,13.8,9,67,0,3,1
C-1007,Professional,Monthly,36,608.76,71.9,11,44.8,8,14,2,3,1
C-1008,Professional,Monthly,41,386.6,80.7,10,26.7,15,7,2,0,0
C-1009,Starter,Monthly,48,107.83,50.1,1,36.5,12,9,0,1,0
C-1010,Enterprise,Annual,42,3526.62,141.7,47,17.0,1,33,3,3,1
C-1011,Starter,Annual,27,118.76,53.0,3,10.9,10,52,2,1,0
C-1012,Enterprise,Annual,18,2467.36,117.1,51,93.5,12,1,4,4,0
C-1013,Enterprise,Annual,6,3257.62,57.8,61,37.2,12,30,2,1,0
C-1014,Professional,Monthly,8,246.16,83.9,13,19.7,11,77,2,5,1
C-1015,Enterprise,Annual,26,3306.79,286.0,28,21.1,4,44,3,4,1
C-1016,Professional,Monthly,31,779.99,70.7,18,44.4,15,20,2,5,1
C-1017,Enterprise,Monthly,34,4572.18,180.1,40,47.1,0,63,9,4,1
C-1018,Enterprise,Monthly,33,1644.29,253.4,34,50.1,6,50,10,0,1
C-1019,Professional,Monthly,25,448.79,72.8,19,12.0,0,61,9,2,1
C-1020,Starter,Monthly,12,171.73,30.1,3,11.1,6,88,6,5,0
C-1021,Starter,Annual,40,73.31,4.1,2,48.5,2,33,2,5,1
C-1022,Enterprise,Monthly,12,2895.05,192.2,84,24.9,4,87,6,5,0
C-1023,Professional,Annual,21,356.02,84.8,16,73.0,4,78,3,5,0
C-1024,Starter,Monthly,37,180.82,31.6,2,73.9,0,86,7,1,0
C-1025,Professional,Annual,40,697.41,99.5,6,63.6,13,9,10,4,1
C-1026,Enterprise,Annual,2,3319.16,190.3,17,32.3,6,29,6,5,1
C-1027,Starter,Monthly,20,99.4,9.4,4,40.5,8,17,6,3,1
C-1028,Starter,Annual,46,122.66,12.8,2,18.7,10,44,3,1,1
C-1029,Enterprise,Monthly,38,1587.91,268.4,82,89.2,14,32,5,0,1
C-1030,Professional,Monthly,45,793.21,121.6,16,10.4,12,22,4,4,0
C-1031,Enterprise,Monthly,38,2585.98,253.3,10,90.7,10,59,5,1,0
C-1032,Professional,Annual,31,239.42,108.4,19,17.3,4,84,0,3,1
